path,a1,a2,GT,pred
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8850).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8851).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8852).jpg,1,,CHD,NOT
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8853).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8854).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8855).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8856).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8857).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8858).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8859).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (886).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8860).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8861).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8862).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8863).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8864).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8865).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8866).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8867).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8868).jpg,0,25.0,CHD,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8869).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (887).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8870).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8871).jpg,0,19.0,CHD,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8872).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8873).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8874).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8875).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8876).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8877).jpg,0,25.0,CHD,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8878).jpg,0,22.0,CHD,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8879).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (888).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8880).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8881).jpg,0,22.0,CHD,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8882).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8883).jpg,0,19.0,CHD,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8884).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8885).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8886).jpg,0,25.0,CHD,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8887).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8888).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8889).jpg,0,16.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (889).JPG,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8890).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8891).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8892).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8893).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8894).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8895).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8896).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8897).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8898).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8899).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (89).JPG,0,16.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (890).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8900).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8901).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8902).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8903).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8904).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8905).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8906).JPG,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8907).JPG,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8908).JPG,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8909).JPG,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (891).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8910).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8911).JPG,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8912).JPG,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8913).JPG,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8914).JPG,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8915).JPG,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8916).JPG,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8917).JPG,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8918).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8919).JPG,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (892).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8920).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8921).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8922).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8923).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8924).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8925).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8926).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8927).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8928).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8929).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (893).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8930).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8931).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8932).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8933).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8934).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8935).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8936).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8937).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8938).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8939).JPG,0,1.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (894).JPG,0,16.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8940).JPG,0,1.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8941).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8942).JPG,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8943).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8944).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8945).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8946).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8947).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8948).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8949).jpg,0,19.0,CHD,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (895).jpg,0,1.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8950).jpg,0,28.0,CHD,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8951).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8952).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8953).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8954).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8955).jpg,0,31.0,CHD,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8956).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8957).jpg,0,1.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8958).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8959).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (896).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8960).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8961).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8962).jpg,0,4.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8963).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8964).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8965).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8966).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8967).jpg,0,1.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8968).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8969).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (897).jpg,0,28.0,CHD,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8970).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8971).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8972).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8973).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8974).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8975).jpg,0,4.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8976).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8977).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8978).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8979).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (898).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8980).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8981).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8982).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8983).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8984).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8985).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8986).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8987).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8988).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8989).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (899).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8990).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8991).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8992).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8993).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8994).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8995).jpg,0,16.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8996).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8997).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8998).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (8999).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9).JPG,0,16.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (90).JPG,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (900).JPG,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9000).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9001).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9002).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9003).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9004).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9005).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9006).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9007).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9008).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9009).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (901).jpg,0,1.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9010).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9011).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9012).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9013).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9014).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9015).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9016).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9017).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9018).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9019).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (902).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9020).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9021).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9022).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9023).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9024).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9025).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9026).jpg,0,4.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9027).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9028).jpg,0,4.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9029).jpg,0,7.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (903).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9030).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9031).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9032).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9033).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9034).jpg,0,1.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9035).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9036).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9037).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9038).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9039).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (904).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9040).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9041).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9042).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9043).jpg,0,40.0,CHD,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9044).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9045).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9046).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9047).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9048).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9049).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (905).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9050).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9051).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9052).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9053).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9054).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9055).jpg,0,16.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9056).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9057).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9058).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9059).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (906).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9060).jpg,0,16.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9061).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9062).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9063).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9064).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9065).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9066).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9067).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9068).jpg,0,13.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9069).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (907).jpg,0,10.0,CHD,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9070).jpg,0,28.0,CHD,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9071).jpg,0,,CHD,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9072).jpg,0,25.0,CHD,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_child\PEDO_porn (9073).jpg,0,,CHD,UNDEFINED
